"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"19.02.2020","236,98","236,07","237,47","235,85","22,23M","0,96%"
"18.02.2020","234,73","233,47","235,17","233,25","24,52M","0,04%"
"14.02.2020","234,64","234,28","234,86","233,55","23,44M","0,29%"
"13.02.2020","233,97","232,62","234,93","232,36","22,77M","-0,13%"
"12.02.2020","234,27","233,34","234,38","232,80","24,47M","0,97%"
"11.02.2020","232,01","233,21","234,02","231,40","30,20M","0,02%"
"10.02.2020","231,97","228,43","231,98","228,38","21,48M","1,21%"
"07.02.2020","229,20","229,16","230,44","228,54","25,88M","-0,43%"
"06.02.2020","230,19","228,77","230,25","227,98","22,47M","0,86%"
"05.02.2020","228,22","230,22","230,25","226,85","38,53M","0,33%"
"04.02.2020","227,47","225,39","227,86","224,65","30,69M","2,29%"
"03.02.2020","222,38","220,14","222,88","219,99","25,47M","1,51%"
"31.01.2020","219,07","223,50","223,56","218,28","52,02M","-1,59%"
"30.01.2020","222,60","220,37","222,70","219,69","39,57M","0,36%"
"29.01.2020","221,81","222,66","222,93","220,83","29,06M","0,16%"
"28.01.2020","221,45","219,60","221,96","219,06","26,73M","1,54%"
"27.01.2020","218,10","217,72","219,28","217,18","42,26M","-2,07%"
"24.01.2020","222,70","225,62","225,88","221,67","37,44M","-0,84%"
"23.01.2020","224,59","223,71","224,69","222,70","26,50M","0,32%"
"22.01.2020","223,87","224,38","225,15","223,59","20,74M","0,26%"
"21.01.2020","223,28","222,73","223,84","222,66","21,15M","-0,04%"
"17.01.2020","223,38","223,24","223,56","222,12","24,33M","0,49%"
"16.01.2020","222,28","221,24","222,32","220,80","18,80M","0,96%"
"15.01.2020","220,17","220,18","221,20","219,45","25,74M","0,04%"
"14.01.2020","220,08","220,75","221,21","219,74","24,57M","-0,39%"
"13.01.2020","220,95","219,31","220,98","218,98","22,85M","1,15%"
"10.01.2020","218,43","219,76","219,87","218,04","21,91M","-0,26%"
"09.01.2020","218,99","218,91","219,41","217,71","23,64M","0,85%"
"08.01.2020","217,15","215,47","218,14","215,16","26,46M","0,75%"
"07.01.2020","215,53","215,64","216,14","214,85","23,12M","-0,01%"
"06.01.2020","215,56","212,49","215,59","212,24","21,73M","0,64%"
"03.01.2020","214,18","213,29","215,47","213,28","27,53M","-0,92%"
"02.01.2020","216,16","214,40","216,16","213,98","31,01M","1,67%"
"31.12.2019","212,61","211,62","212,76","211,20","18,20M","0,19%"
"30.12.2019","212,21","213,51","213,63","211,16","21,83M","-0,66%"
"27.12.2019","213,61","214,55","214,56","213,04","18,14M","-0,08%"
"26.12.2019","213,79","212,26","213,81","212,23","17,16M","0,88%"
"24.12.2019","211,92","211,97","212,09","211,44","7,09M","0,05%"
"23.12.2019","211,81","212,03","212,15","211,63","23,80M","0,05%"
"20.12.2019","211,71","211,81","212,52","211,27","27,69M","0,40%"
"19.12.2019","210,86","209,64","210,93","209,62","17,89M","0,63%"
"18.12.2019","209,55","209,60","210,13","209,33","15,49M","0,08%"
"17.12.2019","209,39","209,50","209,71","209,04","16,03M","0,06%"
"16.12.2019","209,27","208,50","209,53","208,48","21,37M","1,00%"
"13.12.2019","207,19","206,36","207,91","205,96","32,53M","0,33%"
"12.12.2019","206,51","204,77","207,32","204,49","32,70M","0,75%"
"11.12.2019","204,98","204,37","205,19","204,04","18,90M","0,53%"
"10.12.2019","203,90","204,17","204,88","203,44","21,85M","-0,08%"
"09.12.2019","204,07","204,63","205,59","203,98","14,03M","-0,45%"
"06.12.2019","205,00","204,25","205,15","204,15","16,56M","1,07%"
"05.12.2019","202,83","203,15","203,15","201,84","15,04M","0,20%"
"04.12.2019","202,43","202,49","202,91","202,14","15,34M","0,51%"
"03.12.2019","201,41","200,32","201,49","193,78","31,43M","-0,78%"
"02.12.2019","203,00","205,11","205,18","201,78","28,12M","-1,02%"
"29.11.2019","205,10","205,59","205,83","205,00","9,85M","-0,46%"
"27.11.2019","206,04","205,13","206,05","204,89","17,06M","0,70%"
"26.11.2019","204,61","204,32","204,87","204,05","14,81M","0,19%"
"25.11.2019","204,22","202,67","204,26","202,67","17,79M","1,18%"
"22.11.2019","201,83","202,17","202,32","200,74","17,20M","0,06%"
"21.11.2019","201,70","201,94","202,07","201,07","17,93M","-0,22%"
"20.11.2019","202,15","202,85","203,45","200,62","36,71M","-0,60%"
"19.11.2019","203,37","203,84","203,84","202,59","17,00M","0,15%"
"18.11.2019","203,07","202,61","203,39","201,77","18,41M","0,08%"
"15.11.2019","202,91","202,61","202,91","202,00","18,43M","0,73%"
"14.11.2019","201,43","200,83","201,56","200,22","17,06M","-0,08%"
"13.11.2019","201,59","200,84","201,78","200,71","16,11M","0,02%"
"12.11.2019","201,54","201,13","202,21","200,82","14,78M","0,29%"
"11.11.2019","200,96","200,23","201,04","199,94","10,19M","-0,13%"
"08.11.2019","201,23","200,02","201,25","199,54","15,27M","0,40%"
"07.11.2019","200,43","200,76","201,72","199,85","17,83M","0,34%"
"06.11.2019","199,76","199,98","200,00","198,78","19,73M","-0,22%"
"05.11.2019","200,21","200,35","200,55","199,55","15,05M","0,05%"
"04.11.2019","200,10","200,19","200,53","198,87","19,02M","0,62%"
"01.11.2019","198,87","197,93","198,88","197,63","22,13M","0,91%"
"31.10.2019","197,08","197,56","197,65","195,94","26,80M","0,05%"
"30.10.2019","196,99","196,42","197,32","195,29","21,76M","0,48%"
"29.10.2019","196,04","197,24","197,53","196,01","18,57M","-0,77%"
"28.10.2019","197,57","196,57","197,83","196,55","18,84M","0,99%"
"25.10.2019","195,64","193,09","195,74","193,05","21,51M","0,80%"
"24.10.2019","194,09","193,62","194,21","192,74","19,26M","0,97%"
"23.10.2019","192,22","191,43","192,26","191,15","15,20M","0,19%"
"22.10.2019","191,85","194,06","194,42","191,79","22,99M","-0,80%"
"21.10.2019","193,39","192,65","193,52","192,14","15,87M","0,89%"
"18.10.2019","191,69","193,26","193,67","190,71","27,72M","-0,96%"
"17.10.2019","193,55","194,18","194,50","192,81","19,16M","0,26%"
"16.10.2019","193,04","192,88","193,53","192,43","20,69M","-0,25%"
"15.10.2019","193,52","191,65","193,97","191,56","23,74M","1,27%"
"14.10.2019","191,09","190,82","191,70","190,65","15,37M","-0,01%"
"11.10.2019","191,11","190,80","192,63","190,72","41,43M","1,29%"
"10.10.2019","188,68","187,25","189,43","187,12","26,69M","0,77%"
"09.10.2019","187,23","186,96","188,08","186,43","20,83M","0,98%"
"08.10.2019","185,42","187,01","187,86","185,27","33,20M","-1,50%"
"07.10.2019","188,24","188,23","189,74","187,91","21,40M","-0,30%"
"04.10.2019","188,81","186,99","189,08","186,88","32,75M","1,47%"
"03.10.2019","186,07","184,07","186,21","181,82","39,61M","1,10%"
"02.10.2019","184,05","186,01","187,20","183,02","48,93M","-1,72%"
"01.10.2019","187,27","189,54","190,59","186,96","32,67M","-0,82%"
"30.09.2019","188,81","187,75","189,11","187,40","26,56M","0,95%"
"27.09.2019","187,03","189,70","189,83","185,75","40,80M","-1,24%"
"26.09.2019","189,38","189,87","190,00","187,98","27,03M","-0,37%"
"25.09.2019","190,08","187,79","190,58","186,21","36,50M","1,12%"
"24.09.2019","187,97","191,37","191,79","187,15","41,10M","-1,33%"
"23.09.2019","190,50","190,36","191,07","189,72","22,92M","-0,16%"
"20.09.2019","190,80","193,11","193,31","190,16","30,13M","-1,06%"
"19.09.2019","192,84","192,86","194,03","192,47","26,21M","0,17%"
"18.09.2019","192,52","192,20","192,60","190,11","31,17M","-0,04%"
"17.09.2019","192,60","191,70","192,60","191,29","21,11M","0,48%"
"16.09.2019","191,68","191,30","192,08","191,11","20,32M","-0,45%"
"13.09.2019","192,54","192,95","193,40","192,29","27,67M","-0,36%"
"12.09.2019","193,23","193,64","194,71","192,97","28,69M","0,42%"
"11.09.2019","192,43","190,98","192,53","190,56","25,06M","0,94%"
"10.09.2019","190,64","190,19","190,74","188,91","23,74M","-0,29%"
"09.09.2019","191,19","192,18","192,27","190,22","24,41M","-0,21%"
"06.09.2019","191,59","192,03","192,17","191,17","19,49M","-0,10%"
"05.09.2019","191,78","190,39","192,32","190,34","34,06M","1,83%"
"04.09.2019","188,33","187,43","188,49","186,90","21,68M","1,44%"
"03.09.2019","185,65","186,26","187,18","185,03","28,03M","-0,97%"
"30.08.2019","187,47","188,94","188,97","186,41","26,33M","-0,24%"
"29.08.2019","187,92","187,37","188,46","186,68","25,43M","1,53%"
"28.08.2019","185,09","183,84","185,40","182,91","21,85M","0,36%"
"27.08.2019","184,43","186,08","186,42","183,71","28,08M","-0,21%"
"26.08.2019","184,82","184,19","184,87","183,08","27,69M","1,51%"
"23.08.2019","182,07","186,76","188,45","181,56","55,44M","-3,16%"
"22.08.2019","188,02","188,98","189,46","186,54","24,27M","-0,32%"
"21.08.2019","188,63","188,66","189,23","187,96","20,75M","0,89%"
"20.08.2019","186,97","188,00","188,63","186,92","19,94M","-0,77%"
"19.08.2019","188,43","188,03","188,83","187,50","22,57M","1,59%"
"16.08.2019","185,48","184,11","185,95","184,10","34,79M","1,61%"
"15.08.2019","182,55","183,11","183,59","181,16","36,85M","-0,11%"
"14.08.2019","182,76","185,31","185,95","182,42","51,00M","-2,99%"
"13.08.2019","188,39","184,27","189,68","184,02","40,47M","2,19%"
"12.08.2019","184,35","185,34","185,90","183,50","24,64M","-1,15%"
"09.08.2019","186,49","187,32","188,00","185,03","33,61M","-0,94%"
"08.08.2019","188,26","185,15","188,32","184,57","38,42M","2,18%"
"07.08.2019","184,25","181,32","184,51","179,89","49,99M","0,54%"
"06.08.2019","183,26","182,38","183,80","181,07","41,90M","1,40%"
"05.08.2019","180,73","183,51","183,51","179,20","75,04M","-3,53%"
"02.08.2019","187,35","188,82","188,99","186,21","55,21M","-1,47%"
"01.08.2019","190,15","191,51","194,98","189,23","63,25M","-0,50%"
"31.07.2019","191,10","194,31","194,43","189,32","41,63M","-1,38%"
"30.07.2019","193,78","193,16","194,54","192,99","18,71M","-0,43%"
"29.07.2019","194,62","195,18","195,18","193,39","20,45M","-0,34%"
"26.07.2019","195,29","194,52","195,55","194,43","20,43M","1,03%"
"25.07.2019","193,30","194,48","194,52","192,93","23,43M","-0,95%"
"24.07.2019","195,15","193,07","195,16","193,03","20,42M","0,70%"
"23.07.2019","193,79","193,58","193,81","192,29","23,79M","0,65%"
"22.07.2019","192,53","191,50","192,94","191,44","18,95M","0,80%"
"19.07.2019","191,01","193,82","193,83","190,81","29,39M","-0,73%"
"18.07.2019","192,42","191,30","192,79","190,69","29,07M","0,11%"
"17.07.2019","192,20","193,20","193,49","192,18","16,77M","-0,49%"
"16.07.2019","193,15","193,86","194,09","192,56","20,19M","-0,52%"
"15.07.2019","194,15","193,97","194,19","193,44","15,61M","0,32%"
"12.07.2019","193,53","192,63","193,54","192,45","20,21M","0,58%"
"11.07.2019","192,42","192,88","193,34","191,81","23,74M","-0,07%"
"10.07.2019","192,56","191,79","193,09","191,47","28,37M","1,00%"
"09.07.2019","190,66","188,79","190,90","188,65","19,19M","0,50%"
"08.07.2019","189,71","189,86","189,87","188,93","17,60M","-0,70%"
"05.07.2019","191,05","190,15","191,40","189,39","21,42M","-0,20%"
"03.07.2019","191,44","190,45","191,44","190,29","15,79M","0,75%"
"02.07.2019","190,01","189,19","190,03","188,66","18,04M","0,40%"
"01.07.2019","189,26","190,30","190,57","188,38","31,19M","1,35%"
"28.06.2019","186,74","186,95","187,15","186,07","21,18M","0,13%"
"27.06.2019","186,50","186,47","186,94","185,99","19,71M","0,38%"
"26.06.2019","185,79","186,13","187,33","185,49","22,60M","0,47%"
"25.06.2019","184,93","188,06","188,14","184,65","33,92M","-1,72%"
"24.06.2019","188,16","188,52","188,72","188,06","19,38M","-0,22%"
"21.06.2019","188,57","188,57","189,77","188,17","39,98M","-0,15%"
"20.06.2019","188,85","189,72","189,76","187,16","40,92M","0,93%"
"19.06.2019","187,11","186,73","187,53","185,57","31,67M","0,38%"
"18.06.2019","186,41","185,88","187,72","185,43","48,18M","1,45%"
"17.06.2019","183,74","183,01","184,25","182,84","20,38M","0,60%"
"14.06.2019","182,64","182,44","183,11","181,94","22,84M","-0,43%"
"13.06.2019","183,42","183,12","183,87","182,74","23,72M","0,59%"
"12.06.2019","182,34","182,88","183,28","182,00","27,76M","-0,58%"
"11.06.2019","183,40","185,07","185,40","182,78","41,26M","0,14%"
"10.06.2019","183,15","182,23","184,85","182,21","41,39M","1,17%"
"07.06.2019","181,04","178,50","181,77","178,33","45,89M","1,93%"
"06.06.2019","177,61","176,52","178,04","175,73","29,91M","0,79%"
"05.06.2019","176,21","176,60","176,61","174,38","34,41M","0,74%"
"04.06.2019","174,91","171,98","174,97","171,37","47,80M","2,82%"
"03.06.2019","170,12","173,52","173,95","169,27","75,84M","-2,20%"
"31.05.2019","173,95","174,71","175,29","173,87","45,45M","-1,60%"
"30.05.2019","176,77","176,54","177,27","175,77","30,35M","0,42%"
"29.05.2019","176,03","176,45","177,00","175,09","42,18M","-0,82%"
"28.05.2019","177,49","178,67","179,66","177,47","24,76M","-0,38%"
"24.05.2019","178,16","179,30","179,85","177,94","25,90M","-0,05%"
"23.05.2019","178,25","179,00","179,02","177,14","45,35M","-1,53%"
"22.05.2019","181,02","180,81","182,07","180,75","24,33M","-0,45%"
"21.05.2019","181,83","181,50","182,33","180,92","31,61M","1,04%"
"20.05.2019","179,95","180,51","181,18","179,34","38,61M","-1,69%"
"17.05.2019","183,04","183,10","185,58","182,88","44,70M","-1,02%"
"16.05.2019","184,93","183,11","186,07","182,95","39,28M","1,00%"
"15.05.2019","183,09","179,39","183,55","179,31","40,94M","1,41%"
"14.05.2019","180,54","179,51","181,63","178,86","43,36M","1,10%"
"13.05.2019","178,58","180,30","181,26","178,06","67,19M","-3,47%"
"10.05.2019","185,00","184,06","185,89","181,03","58,53M","0,12%"
"09.05.2019","184,77","183,76","185,41","182,09","55,35M","-0,54%"
"08.05.2019","185,77","185,68","187,17","184,96","37,17M","-0,25%"
"07.05.2019","186,24","187,86","188,67","184,51","58,82M","-1,95%"
"06.05.2019","189,94","187,10","190,20","186,76","38,37M","-0,61%"
"03.05.2019","191,11","189,69","191,25","189,33","30,39M","1,59%"
"02.05.2019","188,11","188,88","189,85","186,87","44,11M","-0,43%"
"01.05.2019","188,93","190,76","191,32","188,79","34,80M","-0,32%"
"30.04.2019","189,54","189,48","189,85","188,21","31,50M","-0,77%"
"29.04.2019","191,02","190,62","191,32","190,34","21,72M","0,19%"
"26.04.2019","190,65","190,20","190,69","188,59","26,36M","0,09%"
"25.04.2019","190,48","191,15","191,22","189,45","29,52M","0,41%"
"24.04.2019","189,71","190,44","190,71","189,65","24,98M","-0,32%"
"23.04.2019","190,31","188,37","190,54","188,13","33,67M","1,27%"
"22.04.2019","187,92","186,54","187,99","186,43","17,94M","0,28%"
"18.04.2019","187,39","187,48","187,79","186,29","28,58M","0,13%"
"17.04.2019","187,15","187,75","187,93","186,60","29,65M","0,35%"
"16.04.2019","186,50","186,51","186,91","185,93","27,20M","0,34%"
"15.04.2019","185,86","185,81","186,07","184,62","21,07M","0,02%"
"12.04.2019","185,83","185,86","185,95","185,06","24,99M","0,43%"
"11.04.2019","185,03","185,77","185,78","184,69","20,65M","-0,24%"
"10.04.2019","185,47","184,75","185,53","184,52","24,56M","0,54%"
"09.04.2019","184,48","184,50","185,11","184,09","25,63M","-0,35%"
"08.04.2019","185,13","184,37","185,28","183,63","22,70M","0,25%"
"05.04.2019","184,66","184,30","184,77","184,02","25,67M","0,52%"
"04.04.2019","183,71","183,81","184,50","182,65","28,53M","-0,04%"
"03.04.2019","183,78","183,74","184,92","183,21","31,63M","0,57%"
"02.04.2019","182,73","182,23","182,91","181,78","22,65M","0,38%"
"01.04.2019","182,04","181,42","182,26","180,77","30,97M","1,32%"
"29.03.2019","179,66","179,63","179,83","178,59","35,21M","0,76%"
"28.03.2019","178,31","178,36","178,98","177,24","30,37M","0,23%"
"27.03.2019","177,90","179,27","179,72","176,60","37,10M","-0,64%"
"26.03.2019","179,05","179,58","180,69","178,14","33,25M","0,47%"
"25.03.2019","178,22","177,92","178,84","176,93","46,34M","-0,19%"
"22.03.2019","178,56","181,76","182,27","178,37","70,79M","-2,20%"
"21.03.2019","182,57","179,24","182,83","179,20","42,43M","1,56%"
"20.03.2019","179,76","179,06","180,86","178,24","50,10M","0,40%"
"19.03.2019","179,05","179,16","180,00","178,29","36,89M","0,34%"
"18.03.2019","178,45","177,95","178,99","177,59","32,94M","0,06%"
"15.03.2019","178,35","177,43","178,88","177,28","38,19M","0,93%"
"14.03.2019","176,71","177,12","177,34","176,66","23,75M","-0,17%"
"13.03.2019","177,01","176,60","177,93","176,35","42,43M","0,75%"
"12.03.2019","175,69","175,17","176,14","174,77","33,95M","0,55%"
"11.03.2019","174,73","171,86","174,85","171,85","30,52M","2,08%"
"08.03.2019","171,17","169,51","171,26","169,34","39,30M","-0,15%"
"07.03.2019","171,43","173,09","173,18","170,79","39,41M","-1,23%"
"06.03.2019","173,56","174,68","174,75","173,28","27,19M","-0,57%"
"05.03.2019","174,55","174,52","175,09","173,69","22,32M","0,07%"
"04.03.2019","174,42","175,37","175,79","172,47","38,06M","0,02%"
"01.03.2019","174,39","174,41","174,65","173,18","31,43M","0,69%"
"28.02.2019","173,19","173,04","173,81","172,70","25,09M","-0,23%"
"27.02.2019","173,59","172,92","173,80","171,76","25,16M","-0,06%"
"26.02.2019","173,70","173,04","174,25","172,81","21,94M","0,10%"
"25.02.2019","173,52","174,20","174,66","173,40","32,61M","0,36%"
"22.02.2019","172,89","171,98","173,01","171,90","27,74M","0,74%"
"21.02.2019","171,62","171,77","172,26","170,71","25,21M","-0,37%"
"20.02.2019","172,25","172,43","173,08","171,32","32,59M","-0,02%"
"19.02.2019","172,28","171,39","172,80","171,38","19,49M","0,20%"
"15.02.2019","171,94","172,51","172,56","171,14","32,52M","0,42%"
"14.02.2019","171,22","170,38","171,83","169,83","30,33M","0,12%"
"13.02.2019","171,01","171,62","172,16","170,82","26,09M","0,07%"
"12.02.2019","170,89","169,59","171,14","169,33","29,72M","1,48%"
"11.02.2019","168,40","169,14","169,58","167,98","21,43M","-0,09%"
"08.02.2019","168,56","166,73","168,59","166,57","29,02M","0,20%"
"07.02.2019","168,23","169,03","169,45","166,95","42,04M","-1,34%"
"06.02.2019","170,52","171,06","171,37","169,75","27,97M","-0,30%"
"05.02.2019","171,03","169,75","171,23","169,69","28,16M","0,88%"
"04.02.2019","169,53","167,51","169,53","167,33","26,72M","1,24%"
"01.02.2019","167,45","167,37","168,60","166,99","32,14M","-0,42%"
"31.01.2019","168,16","166,65","168,99","166,47","37,26M","1,50%"
"30.01.2019","165,68","163,39","166,28","162,89","41,35M","2,54%"
"29.01.2019","161,57","163,20","163,24","160,99","30,78M","-0,94%"
"28.01.2019","163,11","163,03","163,12","161,75","33,49M","-1,24%"
"25.01.2019","165,15","164,48","165,65","163,95","36,47M","1,19%"
"24.01.2019","163,20","162,66","163,44","162,06","32,41M","0,65%"
"23.01.2019","162,15","162,77","163,51","160,32","38,11M","0,13%"
"22.01.2019","161,94","164,05","164,14","160,76","56,71M","-2,00%"
"18.01.2019","165,25","164,84","166,02","163,82","57,18M","0,99%"
"17.01.2019","163,63","161,84","164,36","161,57","39,33M","0,79%"
"16.01.2019","162,35","162,63","163,78","162,29","33,81M","-0,02%"
"15.01.2019","162,38","159,97","162,60","159,91","40,87M","1,95%"
"14.01.2019","159,27","159,32","159,96","158,59","30,71M","-0,88%"
"11.01.2019","160,69","160,32","160,86","159,79","30,18M","-0,37%"
"10.01.2019","161,28","159,59","161,37","158,70","38,94M","0,29%"
"09.01.2019","160,82","160,15","161,52","159,47","46,49M","0,81%"
"08.01.2019","159,52","159,56","160,11","157,20","49,39M","0,90%"
"07.01.2019","158,09","156,54","158,86","156,11","52,06M","1,19%"
"04.01.2019","156,23","152,18","157,00","151,74","74,71M","4,28%"
"03.01.2019","149,82","152,60","153,26","149,49","74,82M","-3,27%"
"02.01.2019","154,88","150,99","155,75","150,88","58,58M","0,40%"
"31.12.2018","154,26","154,47","154,98","152,71","53,02M","0,84%"
"28.12.2018","152,97","154,01","155,59","151,72","77,86M","-0,05%"
"27.12.2018","153,05","150,57","153,18","147,08","85,82M","0,39%"
"26.12.2018","152,46","145,12","152,54","144,09","98,98M","6,24%"
"24.12.2018","143,50","146,14","147,98","143,46","56,16M","-2,76%"
"21.12.2018","147,57","153,06","154,09","146,72","141,13M","-3,10%"
"20.12.2018","152,29","154,16","155,87","150,39","99,00M","-1,45%"
"19.12.2018","154,53","158,24","160,72","153,34","81,86M","-2,46%"
"18.12.2018","158,42","158,67","159,95","157,04","63,64M","0,63%"
"17.12.2018","157,43","160,41","161,67","156,17","74,83M","-2,27%"
"14.12.2018","161,08","163,19","163,81","160,70","56,55M","-2,43%"
"13.12.2018","165,10","166,06","166,82","164,03","46,38M","0,03%"
"12.12.2018","165,05","166,06","167,60","164,96","53,78M","0,88%"
"11.12.2018","163,61","165,66","165,77","162,23","59,06M","0,33%"
"10.12.2018","163,07","161,11","163,78","159,41","73,96M","1,05%"
"07.12.2018","161,38","166,13","167,12","160,86","80,43M","-3,30%"
"06.12.2018","166,89","162,46","166,91","161,77","71,72M","0,71%"
"04.12.2018","165,72","171,38","171,91","165,52","70,59M","-3,84%"
"03.12.2018","172,33","173,10","173,31","169,51","50,77M","1,75%"
"30.11.2018","169,37","168,38","169,47","167,54","36,72M","0,73%"
"29.11.2018","168,15","168,00","169,26","166,82","44,89M","-0,33%"
"28.11.2018","168,70","164,62","168,70","163,47","70,14M","3,22%"
"27.11.2018","163,44","162,00","163,85","161,18","36,61M","0,34%"
"26.11.2018","162,89","161,44","162,97","160,76","42,01M","2,31%"
"23.11.2018","159,21","159,09","160,84","159,09","23,50M","-0,72%"
"21.11.2018","160,37","161,29","161,97","159,23","42,97M","0,76%"
"20.11.2018","159,16","158,37","161,38","157,13","102,65M","-1,79%"
"19.11.2018","162,06","166,74","166,90","161,54","67,28M","-3,25%"
"16.11.2018","167,50","166,49","168,31","165,78","65,39M","-0,35%"
"15.11.2018","168,09","164,84","168,54","163,46","73,25M","1,75%"
"14.11.2018","165,20","168,09","168,70","164,25","75,27M","-0,76%"
"13.11.2018","166,47","167,15","169,48","166,00","64,13M","0,08%"
"12.11.2018","166,33","170,33","170,64","166,18","62,58M","-3,03%"
"09.11.2018","171,52","172,83","173,25","170,16","50,60M","-1,69%"
"08.11.2018","174,46","174,76","175,30","173,63","40,30M","-0,64%"
"07.11.2018","175,58","172,25","175,58","171,87","51,17M","3,14%"
"06.11.2018","170,24","168,93","171,19","168,72","34,41M","0,76%"
"05.11.2018","168,96","169,61","169,66","167,08","39,57M","-0,25%"
"02.11.2018","169,38","171,53","172,55","168,22","75,97M","-1,56%"
"01.11.2018","172,06","170,08","172,24","168,78","52,71M","1,32%"
"31.10.2018","169,82","168,55","171,25","168,54","73,83M","2,35%"
"30.10.2018","165,92","162,80","166,03","162,01","92,58M","1,65%"
"29.10.2018","163,23","169,16","169,86","160,09","111,87M","-2,06%"
"26.10.2018","166,66","165,24","169,96","164,23","130,97M","-2,57%"
"25.10.2018","171,06","167,99","172,08","167,16","83,48M","3,46%"
"24.10.2018","165,34","173,12","173,36","165,04","103,00M","-4,58%"
"23.10.2018","173,27","170,79","174,13","168,82","77,57M","-0,37%"
"22.10.2018","173,91","174,06","175,25","172,59","52,91M","0,51%"
"19.10.2018","173,02","174,39","176,07","172,39","82,92M","-0,09%"
"18.10.2018","173,18","176,60","176,68","172,44","82,49M","-2,32%"
"17.10.2018","177,29","178,14","178,26","175,47","66,99M","0,04%"
"16.10.2018","177,22","174,02","177,65","173,70","71,98M","2,91%"
"15.10.2018","172,21","173,69","174,04","171,56","64,89M","-1,21%"
"12.10.2018","174,32","173,99","174,86","170,93","102,08M","2,78%"
"11.10.2018","169,60","171,04","173,40","167,81","143,08M","-1,24%"
"10.10.2018","171,73","178,53","178,62","171,50","114,47M","-4,40%"
"09.10.2018","179,63","179,20","181,02","178,75","49,10M","0,32%"
"08.10.2018","179,05","179,37","180,64","176,93","66,86M","-0,61%"
"05.10.2018","180,15","182,39","182,97","178,43","83,33M","-1,22%"
"04.10.2018","182,38","185,22","185,32","181,06","80,56M","-1,92%"
"03.10.2018","185,95","186,52","186,97","185,66","29,13M","0,11%"
"02.10.2018","185,75","185,95","187,18","185,32","25,62M","-0,23%"
"01.10.2018","186,17","186,82","187,53","185,70","27,37M","0,20%"
"28.09.2018","185,79","185,25","186,28","184,97","28,08M","-0,02%"
"27.09.2018","185,83","185,04","186,49","184,92","33,11M","0,85%"
"26.09.2018","184,27","184,25","185,99","183,91","36,21M","0,07%"
"25.09.2018","184,14","183,78","184,28","183,18","25,28M","0,14%"
"24.09.2018","183,89","182,05","183,96","181,30","34,95M","0,10%"
"21.09.2018","183,71","185,27","185,48","183,48","38,61M","-0,55%"
"20.09.2018","184,72","183,95","184,97","183,52","33,30M","1,11%"
"19.09.2018","182,70","182,86","183,30","181,51","31,84M","-0,08%"
"18.09.2018","182,84","181,52","183,73","181,40","31,88M","0,83%"
"17.09.2018","181,34","183,66","183,81","181,17","33,07M","-1,44%"
"14.09.2018","183,99","184,66","184,94","183,26","31,22M","-0,29%"
"13.09.2018","184,53","183,67","184,88","183,64","31,13M","1,07%"
"12.09.2018","182,58","182,87","182,98","181,01","36,20M","-0,29%"
"11.09.2018","183,12","180,97","183,42","180,52","30,12M","0,77%"
"10.09.2018","181,72","182,12","182,25","180,72","26,13M","0,34%"
"07.09.2018","181,11","180,53","182,67","180,44","46,63M","-0,39%"
"06.09.2018","181,81","183,54","183,75","180,58","46,09M","-0,89%"
"05.09.2018","183,45","185,55","185,55","182,82","42,62M","-1,29%"
"04.09.2018","185,85","186,10","186,40","184,85","29,06M","-0,43%"
"31.08.2018","186,65","186,18","187,18","185,98","28,65M","0,13%"
"30.08.2018","186,41","186,41","187,52","185,79","29,32M","-0,18%"
"29.08.2018","186,74","184,91","186,84","184,86","29,18M","1,15%"
"28.08.2018","184,61","184,80","185,02","184,22","20,28M","0,15%"
"27.08.2018","184,34","183,43","184,34","183,11","29,34M","1,02%"
"24.08.2018","182,48","181,40","182,63","181,36","23,14M","0,93%"
"23.08.2018","180,80","180,77","182,04","180,50","25,78M","-0,14%"
"22.08.2018","181,06","179,96","181,27","179,75","18,04M","0,39%"
"21.08.2018","180,36","180,26","181,44","180,13","26,26M","0,37%"
"20.08.2018","179,70","180,28","180,33","179,00","24,94M","-0,09%"
"17.08.2018","179,86","179,36","180,31","178,27","36,09M","0,02%"
"16.08.2018","179,82","180,57","180,99","179,47","27,71M","0,33%"
"15.08.2018","179,23","180,09","180,58","178,12","58,53M","-1,22%"
"14.08.2018","181,45","181,01","181,66","180,04","20,91M","0,63%"
"13.08.2018","180,32","180,85","182,01","180,24","26,09M","-0,11%"
"10.08.2018","180,52","180,68","181,22","179,84","33,82M","-0,76%"
"09.08.2018","181,91","181,94","182,63","181,64","18,85M","-0,06%"
"08.08.2018","182,02","181,55","182,35","181,06","22,68M","0,12%"
"07.08.2018","181,80","181,63","182,14","181,26","29,90M","0,36%"
"06.08.2018","181,14","179,97","181,19","179,74","24,81M","0,59%"
"03.08.2018","180,08","179,80","180,09","179,08","28,93M","0,31%"
"02.08.2018","179,53","175,87","179,74","175,79","47,18M","1,36%"
"01.08.2018","177,12","176,87","177,65","176,10","37,10M","0,38%"
"31.07.2018","176,45","175,75","177,13","174,82","47,29M","0,77%"
"30.07.2018","175,11","177,66","177,73","174,27","60,19M","-1,41%"
"27.07.2018","177,62","181,26","181,31","176,60","59,46M","-1,35%"
"26.07.2018","180,05","180,35","180,92","179,81","40,87M","-1,52%"
