"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"25.07.2018","182,82","180,36","182,93","180,29","36,02M","1,40%"
"24.07.2018","180,30","181,39","182,05","179,56","36,90M","0,41%"
"23.07.2018","179,56","178,45","179,64","177,74","22,18M","0,32%"
"20.07.2018","178,99","179,57","180,17","178,79","35,91M","-0,02%"
"19.07.2018","179,03","179,34","179,88","178,82","31,09M","-0,50%"
"18.07.2018","179,93","180,28","180,44","179,38","23,22M","-0,19%"
"17.07.2018","180,27","177,30","180,65","177,28","31,03M","0,61%"
"16.07.2018","179,18","179,64","179,95","178,88","21,41M","-0,24%"
"13.07.2018","179,61","179,42","179,90","178,95","28,07M","0,08%"
"12.07.2018","179,46","177,21","179,46","177,08","27,93M","1,72%"
"11.07.2018","176,42","175,96","177,07","175,80","30,28M","-0,51%"
"10.07.2018","177,32","177,41","177,72","176,71","23,90M","0,07%"
"09.07.2018","177,19","176,49","177,23","175,82","27,36M","0,90%"
"06.07.2018","175,61","173,31","175,74","173,00","37,01M","1,56%"
"05.07.2018","172,92","171,91","173,06","171,03","31,63M","1,24%"
"03.07.2018","170,80","173,41","173,45","170,63","25,51M","-1,16%"
"02.07.2018","172,80","170,04","172,85","169,67","31,77M","0,67%"
"29.06.2018","171,65","172,00","172,92","171,40","36,41M","0,27%"
"28.06.2018","171,19","169,52","171,77","169,17","46,41M","0,86%"
"27.06.2018","169,73","172,77","173,58","169,61","52,84M","-1,36%"
"26.06.2018","172,07","171,99","173,06","171,37","39,01M","0,41%"
"25.06.2018","171,37","173,76","173,99","169,81","77,80M","-2,25%"
"22.06.2018","175,32","176,31","176,37","174,69","30,07M","-0,22%"
"21.06.2018","175,71","177,69","177,88","175,37","43,47M","-0,87%"
"20.06.2018","177,25","176,79","177,98","176,65","33,04M","0,71%"
"19.06.2018","176,00","174,26","176,04","173,71","38,24M","-0,28%"
"18.06.2018","176,50","175,53","176,65","174,94","31,63M","-0,27%"
"15.06.2018","176,98","176,98","177,32","176,11","49,62M","-0,35%"
"14.06.2018","177,60","176,62","177,89","176,50","35,92M","1,01%"
"13.06.2018","175,82","176,09","177,14","175,43","37,86M","-0,01%"
"12.06.2018","175,83","175,15","176,00","174,96","22,51M","0,53%"
"11.06.2018","174,91","174,30","175,34","174,28","22,32M","0,27%"
"08.06.2018","174,44","173,57","174,88","173,18","31,78M","0,01%"
"07.06.2018","174,43","175,91","175,93","173,55","39,60M","-0,81%"
"06.06.2018","175,86","175,02","175,89","174,14","25,04M","0,58%"
"05.06.2018","174,84","174,69","175,13","174,06","24,78M","0,31%"
"04.06.2018","174,30","173,16","174,34","173,07","20,46M","0,90%"
"01.06.2018","172,74","170,88","172,84","170,87","45,54M","1,57%"
"31.05.2018","170,07","170,13","171,20","169,63","35,67M","-0,06%"
"30.05.2018","170,18","169,63","170,48","169,22","22,67M","0,72%"
"29.05.2018","168,97","168,91","169,92","167,96","41,22M","-0,44%"
"25.05.2018","169,72","169,54","170,33","169,21","27,46M","0,10%"
"24.05.2018","169,55","169,56","169,85","167,84","27,70M","-0,03%"
"23.05.2018","169,60","166,90","169,62","166,88","26,56M","0,84%"
"22.05.2018","168,18","169,15","169,45","167,88","19,48M","-0,13%"
"21.05.2018","168,40","168,73","169,50","167,68","22,95M","0,56%"
"18.05.2018","167,46","167,71","168,26","167,21","26,22M","-0,52%"
"17.05.2018","168,33","168,40","169,61","167,51","27,48M","-0,38%"
"16.05.2018","168,98","168,10","169,37","168,01","22,94M","0,66%"
"15.05.2018","167,87","168,40","168,50","166,98","49,36M","-1,11%"
"14.05.2018","169,75","169,84","170,82","169,47","21,82M","0,17%"
"11.05.2018","169,46","169,35","169,86","168,72","24,69M","-0,09%"
"10.05.2018","169,62","168,43","169,74","168,29","27,07M","1,04%"
"09.05.2018","167,88","166,40","168,00","165,78","29,12M","1,09%"
"08.05.2018","166,07","165,83","166,43","164,86","26,04M","-0,10%"
"07.05.2018","166,24","165,64","166,78","165,51","32,50M","0,83%"
"04.05.2018","164,87","161,11","165,25","160,98","41,54M","1,90%"
"03.05.2018","161,80","161,08","162,40","159,22","60,34M","-0,01%"
"02.05.2018","161,82","163,10","163,57","161,63","38,65M","-0,59%"
"01.05.2018","162,78","160,52","162,80","160,14","36,51M","1,14%"
"30.04.2018","160,94","162,48","163,48","160,54","35,62M","-0,71%"
"27.04.2018","162,09","164,35","164,41","161,17","51,04M","0,06%"
"26.04.2018","161,99","160,72","162,53","160,18","43,01M","2,11%"
"25.04.2018","158,65","158,80","159,31","156,47","52,09M","0,12%"
"24.04.2018","158,46","162,62","162,91","157,39","70,26M","-2,12%"
"23.04.2018","161,89","163,08","163,73","161,02","33,04M","-0,25%"
"20.04.2018","162,30","164,49","164,61","161,73","49,20M","-1,58%"
"19.04.2018","164,91","165,65","165,99","164,34","34,71M","-0,92%"
"18.04.2018","166,44","166,12","167,00","165,31","29,57M","0,20%"
"17.04.2018","166,10","164,19","166,46","163,91","35,54M","2,15%"
"16.04.2018","162,60","162,45","163,19","161,48","28,18M","0,76%"
"13.04.2018","161,37","163,01","163,26","160,67","44,60M","-0,52%"
"12.04.2018","162,21","161,30","162,77","161,16","30,47M","1,20%"
"11.04.2018","160,28","160,20","162,00","160,10","41,62M","-0,58%"
"10.04.2018","161,21","160,13","161,73","159,07","48,60M","2,21%"
"09.04.2018","157,73","158,01","160,88","157,46","41,81M","0,70%"
"06.04.2018","156,63","158,94","160,46","155,88","59,87M","-2,50%"
"05.04.2018","160,65","161,33","161,58","159,48","43,05M","0,57%"
"04.04.2018","159,74","154,27","160,23","154,04","65,77M","1,58%"
"03.04.2018","157,26","156,92","157,92","154,44","64,09M","1,13%"
"02.04.2018","155,51","159,00","159,74","153,88","85,55M","-2,89%"
"29.03.2018","160,13","158,13","161,71","156,63","68,69M","1,83%"
"28.03.2018","157,25","158,25","159,78","156,04","89,37M","-1,15%"
"27.03.2018","159,08","165,60","165,62","157,68","78,89M","-3,24%"
"26.03.2018","164,40","161,68","164,60","159,16","57,48M","3,72%"
"23.03.2018","158,51","162,60","163,30","158,43","80,11M","-2,64%"
"22.03.2018","162,80","164,70","165,77","162,59","66,61M","-2,47%"
"21.03.2018","166,92","167,23","168,76","166,19","43,86M","-0,44%"
"20.03.2018","167,65","167,10","168,04","166,61","34,08M","0,33%"
"19.03.2018","167,10","169,16","169,22","165,64","71,40M","-2,29%"
"16.03.2018","171,02","171,78","172,20","170,94","31,18M","-0,30%"
"15.03.2018","171,53","171,83","172,53","170,90","28,81M","-0,09%"
"14.03.2018","171,68","172,58","172,74","170,93","40,54M","-0,02%"
"13.03.2018","171,71","174,80","175,21","171,27","55,64M","-1,36%"
"12.03.2018","174,08","173,65","174,48","173,28","37,63M","0,53%"
"09.03.2018","173,16","171,10","173,16","170,82","38,31M","1,94%"
"08.03.2018","169,86","169,54","169,98","168,95","25,83M","0,55%"
"07.03.2018","168,93","167,26","169,07","166,96","34,61M","0,23%"
"06.03.2018","168,54","168,61","169,11","167,48","29,48M","0,42%"
"05.03.2018","167,83","165,26","168,26","164,59","38,54M","1,11%"
"02.03.2018","165,99","162,59","166,28","161,96","57,45M","0,92%"
"01.03.2018","164,48","167,29","168,07","163,00","76,81M","-1,63%"
"28.02.2018","167,21","169,25","169,80","167,10","42,94M","-0,64%"
"27.02.2018","168,29","170,42","170,73","168,21","42,21M","-1,24%"
"26.02.2018","170,40","168,93","170,40","168,82","39,27M","1,33%"
"23.02.2018","168,17","166,06","168,17","165,45","50,10M","2,04%"
"22.02.2018","164,80","165,54","166,42","164,38","37,07M","-0,01%"
"21.02.2018","164,82","166,06","167,72","164,72","41,16M","-0,28%"
"20.02.2018","165,29","164,39","166,68","164,31","36,79M","0,20%"
"16.02.2018","164,96","165,18","166,75","164,68","62,26M","-0,45%"
"15.02.2018","165,70","164,14","165,70","162,44","51,63M","1,86%"
"14.02.2018","162,68","158,79","162,93","158,00","52,11M","1,87%"
"13.02.2018","159,69","157,98","160,01","157,72","31,79M","0,52%"
"12.02.2018","158,87","157,67","159,95","156,46","63,05M","1,77%"
"09.02.2018","156,10","155,66","157,24","150,12","113,84M","1,73%"
"08.02.2018","153,45","160,69","160,80","153,45","94,18M","-4,22%"
"07.02.2018","160,21","161,79","163,55","160,20","91,03M","-1,29%"
"06.02.2018","162,31","155,96","162,51","155,10","118,54M","2,65%"
"05.02.2018","158,12","163,13","165,75","158,00","105,37M","-3,94%"
"02.02.2018","164,61","167,34","167,70","164,47","68,48M","-1,99%"
"01.02.2018","167,96","168,12","169,73","167,42","38,04M","-0,85%"
"31.01.2018","169,40","169,67","169,99","168,34","42,45M","0,41%"
"30.01.2018","168,70","168,55","169,42","167,82","44,99M","-0,82%"
"29.01.2018","170,10","170,52","170,91","169,74","37,28M","-0,49%"
"26.01.2018","170,93","169,27","170,95","168,96","32,04M","1,53%"
"25.01.2018","168,35","169,55","169,63","167,81","28,92M","-0,04%"
"24.01.2018","168,41","169,81","170,24","167,44","54,29M","-0,65%"
"23.01.2018","169,51","168,64","169,66","168,56","37,99M","0,83%"
"22.01.2018","168,12","166,27","168,12","166,09","26,08M","1,07%"
"19.01.2018","166,34","166,32","166,61","165,53","38,94M","0,31%"
"18.01.2018","165,82","165,55","166,20","165,13","26,43M","0,02%"
"17.01.2018","165,79","164,77","166,04","164,00","33,85M","1,08%"
"16.01.2018","164,02","165,55","166,41","163,53","41,23M","-0,29%"
"12.01.2018","164,49","163,03","164,66","162,94","37,76M","0,73%"
"11.01.2018","163,29","162,48","163,30","162,21","20,47M","0,68%"
"10.01.2018","162,18","161,80","162,21","161,12","34,00M","-0,23%"
"09.01.2018","162,56","162,85","163,04","162,07","24,78M","0,01%"
"08.01.2018","162,55","161,90","162,63","161,86","23,16M","0,39%"
"05.01.2018","161,92","161,04","162,03","160,77","26,99M","1,00%"
"04.01.2018","160,31","160,59","160,79","160,08","24,78M","0,17%"
"03.01.2018","160,03","158,61","160,17","158,61","29,38M","0,97%"
"02.01.2018","158,49","156,50","158,53","156,17","32,57M","1,75%"
